conversation_id,chunk_id,utterance_id,speaker,social_orientation
112610040.70740.70740,0,8,Nepaheshgar,Warm-Agreeable
112610040.70740.70740,0,9,Nepaheshgar,Not Available
112610040.70740.70740,1,10,Asabbagh,Warm-Agreeable
112610040.70740.70740,1,11,Nepaheshgar,Warm-Agreeable
112610040.70740.70740,1,12,Asabbagh,Unassured-Submissive
112610040.70740.70740,1,13,Nepaheshgar,Warm-Agreeable
112610040.70740.70740,1,14,Asabbagh,Unassuming-Ingenuous
112610040.70740.70740,1,15,Rayis,Cold
112610040.70740.70740,1,16,Asabbagh,Unassured-Submissive
11374569.90805.90805,0,1,JMaxwell,Warm-Agreeable
11374569.90805.90805,0,2,Mattley,Warm-Agreeable
11374569.90805.90805,0,3,Luis rib,Unassuming-Ingenuous
11374569.90805.90805,0,4,Luis rib,Arrogant-Calculating
11374569.90805.90805,0,5,JMaxwell,Warm-Agreeable
11374569.90805.90805,0,6,Ultramarine,Cold
11374569.90805.90805,1,7,JMaxwell,Warm-Agreeable
11374569.90805.90805,1,8,Ultramarine,Arrogant-Calculating
115722135.22825.22815,0,1,Shanlung,Arrogant-Calculating
115722135.22825.22815,0,2,Sabine's Sunbird,Warm-Agreeable
115722135.22825.22815,0,3,Shanlung,Arrogant-Calculating
115722135.22825.22815,0,4,Sabine's Sunbird,Unassuming-Ingenuous
115722135.22825.22815,0,5,Shanlung,Arrogant-Calculating
115722135.22825.22815,0,6,Sabine's Sunbird,Unassuming-Ingenuous
115722135.22825.22815,0,7,Shanlung,Arrogant-Calculating
115722135.22825.22815,0,8,Shanlung,Arrogant-Calculating
115722135.22825.22815,1,9,Sabine's Sunbird,Unassuming-Ingenuous
115722135.22825.22815,1,10,Shanlung,Cold
118488229.39633.39633,0,1,Johan Lont,Unassured-Submissive
118488229.39633.39633,0,2,203.200.236.205,Warm-Agreeable
118488229.39633.39633,0,3,203.200.236.205,Warm-Agreeable
118488229.39633.39633,1,4,90.192.34.44,Gregarious-Extraverted
118488229.39633.39633,1,5,90.192.34.44,Cold
118510990.35344.35344,0,1,SocJan,Warm-Agreeable
118510990.35344.35344,0,2,Deor,Unassuming-Ingenuous
118510990.35344.35344,0,3,SocJan,Warm-Agreeable
118510990.35344.35344,1,4,Deor,Unassuming-Ingenuous
118510990.35344.35344,1,5,SocJan,Warm-Agreeable
118510990.35344.35344,1,6,Deor,Cold
118510990.35344.35344,1,7,SocJan,Warm-Agreeable
118510990.35344.35344,1,8,SethTisue,Warm-Agreeable
118619412.30891.30891,0,1,Adavidb,Unassuming-Ingenuous
118619412.30891.30891,0,2,Grayghost01,Warm-Agreeable
118619412.30891.30891,0,3,Antandrus,Unassured-Submissive
118619412.30891.30891,0,4,Antandrus,Arrogant-Calculating
118619412.30891.30891,0,5,Antandrus,Warm-Agreeable
118619412.30891.30891,1,6,Adavidb,Unassuming-Ingenuous
118619412.30891.30891,1,7,Blondiegoode,Warm-Agreeable
12310624.80526.80526,0,1,Sciurinæ,Assured-Dominant
12310624.80526.80526,0,2,Sciurinæ,Not Available
12310624.80526.80526,0,3,203.103.57.22,Warm-Agreeable
12310624.80526.80526,1,4,203.103.57.22,Warm-Agreeable
12310624.80526.80526,1,5,Linuxbeak,Unassuming-Ingenuous
12310624.80526.80526,2,6,Sciurinæ,Cold
12310624.80526.80526,2,7,Linuxbeak,Warm-Agreeable
127102700.50633.50633,0,1,Bluerfn,Warm-Agreeable
127102700.50633.50633,0,2,Teggles,Warm-Agreeable
127102700.50633.50633,0,3,Movellon,Gregarious-Extraverted
127102700.50633.50633,0,4,Teggles,Unassuming-Ingenuous
127102700.50633.50633,0,5,Bluerfn,Unassured-Submissive
127102700.50633.50633,0,6,Teggles,Unassuming-Ingenuous
127102700.50633.50633,0,7,Movellon,Arrogant-Calculating
127102700.50633.50633,0,8,Bluerfn,Warm-Agreeable
127102700.50633.50633,1,9,Movellon,Gregarious-Extraverted
127102700.50633.50633,1,10,Bluerfn,Assured-Dominant
129847853.105738.105738,0,1,Folken de Fanel,Warm-Agreeable
129847853.105738.105738,0,2,Daggoth,Unassuming-Ingenuous
129847853.105738.105738,0,3,Folken de Fanel,Warm-Agreeable
129847853.105738.105738,0,4,Sandpiper,Arrogant-Calculating
129847853.105738.105738,0,5,Sandpiper,Assured-Dominant
129847853.105738.105738,0,6,Folken de Fanel,Cold
129847853.105738.105738,0,7,Folken de Fanel,Unassured-Submissive
129847853.105738.105738,0,8,Sandpiper,Cold
129847853.105738.105738,1,9,Folken de Fanel,Cold
134073670.131794.131794,0,1,193.198.2.9,Gregarious-Extraverted
134073670.131794.131794,0,2,24.86.110.10,Cold
134073670.131794.131794,0,3,84.217.47.194,Warm-Agreeable
134073670.131794.131794,1,4,64.114.128.38,Arrogant-Calculating
134073670.131794.131794,1,5,Aradic-en,Unassuming-Ingenuous
134073670.131794.131794,1,6,Aradic-en,Cold
134588266.14633.14633,0,1,72.49.194.145,Unassured-Submissive
134588266.14633.14633,0,2,Corpsedust,Unassured-Submissive
134588266.14633.14633,0,3,NicholaiDaedalus,Warm-Agreeable
134588266.14633.14633,0,4,72.49.194.145,Unassured-Submissive
134588266.14633.14633,0,5,72.49.194.145,Unassured-Submissive
134588266.14633.14633,0,6,NicholaiDaedalus,Warm-Agreeable
134588266.14633.14633,0,7,Bluerfn,Unassuming-Ingenuous
134588266.14633.14633,1,8,72.49.194.145,Warm-Agreeable
13533876.64395.64395,0,1,Mia-Cle,Warm-Agreeable
13533876.64395.64395,0,2,GordonWatts,Gregarious-Extraverted
13533876.64395.64395,0,3,FuelWagon,Arrogant-Calculating
13533876.64395.64395,1,4,GordonWatts,Not Available
13533876.64395.64395,1,5,A ghost,Warm-Agreeable
13533876.64395.64395,1,6,GordonWatts,Unassured-Submissive
13533876.64395.64395,1,7,FuelWagon,Cold
13533876.64395.64395,1,8,GordonWatts,Warm-Agreeable
13533876.64395.64395,1,9,FuelWagon,Cold
13565937.66554.66554,0,1,Jredmond,Warm-Agreeable
13565937.66554.66554,0,2,Duckecho,Unassuming-Ingenuous
13565937.66554.66554,0,3,GordonWatts,Unassured-Submissive
13565937.66554.66554,1,4,Wjbean,Warm-Agreeable
13565937.66554.66554,2,5,Duckecho,Warm-Agreeable
13565937.66554.66554,3,6,172.158.130.245,Unassured-Submissive
13565937.66554.66554,3,7,GordonWatts,Warm-Agreeable
13565937.66554.66554,3,8,GordonWatts,Warm-Agreeable
13565937.66554.66554,3,9,Grace Note,Warm-Agreeable
13690319.3754.3754,0,1,Telsa,Warm-Agreeable
13690319.3754.3754,0,2,EldKatt,Unassuming-Ingenuous
13690319.3754.3754,0,3,Telsa,Warm-Agreeable
13690319.3754.3754,0,4,EldKatt,Warm-Agreeable
13690319.3754.3754,0,5,Alai,Unassuming-Ingenuous
13690319.3754.3754,0,6,Josquius,Unassuming-Ingenuous
13690319.3754.3754,0,7,EldKatt,Warm-Agreeable
13690319.3754.3754,1,8,KaisaL,Unassuming-Ingenuous
13690319.3754.3754,1,9,EldKatt,Warm-Agreeable
13690319.3754.3754,1,10,KaisaL,Unassured-Submissive
13907304.25186.25186,0,1,Jtdirl,Assured-Dominant
13907304.25186.25186,0,2,Skyring,Warm-Agreeable
13907304.25186.25186,1,3,Jtdirl,Cold
13907304.25186.25186,1,4,Jtdirl,Arrogant-Calculating
13907304.25186.25186,1,5,Skyring,Unassuming-Ingenuous
13907304.25186.25186,1,6,Jtdirl,Cold
13907304.25186.25186,2,7,John K,Warm-Agreeable
13907304.25186.25186,2,8,El C,Warm-Agreeable
13907304.25186.25186,2,9,Skyring,Unassuming-Ingenuous
13907304.25186.25186,2,10,Skyring,Unassuming-Ingenuous
139407294.103416.103416,0,1,Alteripse,Warm-Agreeable
139407294.103416.103416,0,2,Cosmochao,Unassuming-Ingenuous
139407294.103416.103416,1,3,Cosmochao,Unassured-Submissive
139407294.103416.103416,1,4,Cosmochao,Unassured-Submissive
139407294.103416.103416,1,5,Alteripse,Warm-Agreeable
139407294.103416.103416,1,6,Alteripse,Cold
139791766.42165.42165,0,1,Good friend100,Assured-Dominant
139791766.42165.42165,0,2,Ksyrie,Warm-Agreeable
139791766.42165.42165,0,3,Jiejunkong,Cold
139791766.42165.42165,1,4,Good friend100,Warm-Agreeable
139791766.42165.42165,1,5,Good friend100,Arrogant-Calculating
139791766.42165.42165,1,6,Wikimachine,Unassuming-Ingenuous
139791766.42165.42165,1,7,Jiejunkong,Unassured-Submissive
141912964.35.35,0,1,Garzo,Unassuming-Ingenuous
141912964.35.35,0,2,EliasAlucard,Unassured-Submissive
141912964.35.35,0,3,EliasAlucard,Unassuming-Ingenuous
141912964.35.35,0,4,Garzo,Warm-Agreeable
141912964.35.35,0,5,Šarukinu,Warm-Agreeable
141912964.35.35,0,6,EliasAlucard,Arrogant-Calculating
141912964.35.35,0,7,EliasAlucard,Gregarious-Extraverted
141912964.35.35,0,8,Garzo,Unassuming-Ingenuous
141912964.35.35,1,9,EliasAlucard,Warm-Agreeable
144527977.38033.38186,0,1,Spuddy 17,Unassuming-Ingenuous
144527977.38033.38186,0,2,Indubitably,Arrogant-Calculating
144527977.38033.38186,0,3,Spuddy 17,Unassured-Submissive
144527977.38033.38186,0,4,J-stan,Warm-Agreeable
144527977.38033.38186,0,5,Indubitably,Arrogant-Calculating
144527977.38033.38186,0,6,J-stan,Warm-Agreeable
144527977.38033.38186,1,7,Spuddy 17,Arrogant-Calculating
145647560.8711.8711,0,1,Blue-Haired Lawyer,Warm-Agreeable
145647560.8711.8711,0,2,Gaimhreadhan,Unassuming-Ingenuous
145647560.8711.8711,0,3,Blue-Haired Lawyer,Warm-Agreeable
145647560.8711.8711,0,4,Gaimhreadhan,Unassuming-Ingenuous
145647560.8711.8711,1,5,Blue-Haired Lawyer,Warm-Agreeable
145647560.8711.8711,1,6,Gaimhreadhan,Unassuming-Ingenuous
145647560.8711.8711,1,7,Blue-Haired Lawyer,Assured-Dominant
145647560.8711.8711,1,8,194.46.176.174,Unassuming-Ingenuous
14956234.119306.119306,0,1,Hogeye,Assured-Dominant
14956234.119306.119306,0,2,Hogeye,Arrogant-Calculating
14956234.119306.119306,0,3,Tothebarricades.tk,Warm-Agreeable
14956234.119306.119306,1,4,Hogeye,Warm-Agreeable
14956234.119306.119306,1,5,Kevehs,Unassuming-Ingenuous
14956234.119306.119306,1,6,Kevehs,Arrogant-Calculating
153345624.117895.117643,0,1,Giovanni Giove,Arrogant-Calculating
153345624.117895.117643,0,2,DalmatinoA,Warm-Agreeable
153345624.117895.117643,0,3,Adam Bishop,Unassuming-Ingenuous
153345624.117895.117643,0,4,Director,Warm-Agreeable
153345624.117895.117643,0,5,DalmatinoA,Warm-Agreeable
153345624.117895.117643,1,6,Zenanarh,Warm-Agreeable
153345624.117895.117643,1,7,Director,Unassuming-Ingenuous
153345624.117895.117643,1,8,Adam Bishop,Unassured-Submissive
153345624.117895.117643,1,9,Director,Warm-Agreeable
153345624.117895.117643,1,10,Str1977,Assured-Dominant
153345624.117895.117643,1,11,Director,Warm-Agreeable
153345624.117895.117643,1,12,Adam Bishop,Aloof-Introverted
154881785.3042.3042,0,1,Jim Stinson,Unassured-Submissive
154881785.3042.3042,0,2,DionysosProteus,Assured-Dominant
154881785.3042.3042,0,3,Jim Stinson,Unassured-Submissive
154881785.3042.3042,1,4,DionysosProteus,Warm-Agreeable
154881785.3042.3042,1,5,Jim Stinson,Gregarious-Extraverted
155919329.61331.61331,0,1,Peterlewis,Warm-Agreeable
155919329.61331.61331,0,2,William M. Connolley,Unassuming-Ingenuous
155919329.61331.61331,0,3,Minasbeede,Warm-Agreeable
155919329.61331.61331,0,4,Raymond arritt,Unassuming-Ingenuous
155919329.61331.61331,0,5,Minasbeede,Warm-Agreeable
155919329.61331.61331,0,6,Restepc,Unassured-Submissive
155919329.61331.61331,0,7,Restepc,Warm-Agreeable
155919329.61331.61331,0,8,Minasbeede,Warm-Agreeable
155919329.61331.61331,1,9,Restepc,Cold
160894688.45391.45391,0,1,Sallieparker,Warm-Agreeable
160894688.45391.45391,0,2,Neale Monks,Unassuming-Ingenuous
160894688.45391.45391,0,3,Bluap,Unassuming-Ingenuous
160894688.45391.45391,0,4,Sallieparker,Warm-Agreeable
160894688.45391.45391,0,5,Neale Monks,Warm-Agreeable
160894688.45391.45391,1,6,Allstarecho,Unassuming-Ingenuous
165311948.16038.16038,0,1,Jim Stinson,Warm-Agreeable
165311948.16038.16038,0,2,Baseball Bugs,Unassuming-Ingenuous
165311948.16038.16038,1,3,DionysosProteus,Assured-Dominant
165311948.16038.16038,2,4,Jim Stinson,Arrogant-Calculating
165311948.16038.16038,2,5,DionysosProteus,Cold
168255106.71053.71053,0,1,Muntuwandi,Gregarious-Extraverted
168255106.71053.71053,0,2,Taharqa,Warm-Agreeable
168255106.71053.71053,0,3,Taharqa,Cold
168255106.71053.71053,0,4,John Carter,Unassuming-Ingenuous
168255106.71053.71053,0,5,Taharqa,Arrogant-Calculating
168255106.71053.71053,0,6,Twthmoses,Cold
168255106.71053.71053,0,7,John Carter,Unassuming-Ingenuous
168255106.71053.71053,1,8,74.133.108.59,Gregarious-Extraverted
168315268.90072.90072,0,1,Picaroon,Warm-Agreeable
168315268.90072.90072,0,2,Wikidudeman,Unassured-Submissive
168315268.90072.90072,0,3,Taharqa,Warm-Agreeable
168315268.90072.90072,0,4,207.14.131.239,Unassuming-Ingenuous
168315268.90072.90072,0,5,Taharqa,Warm-Agreeable
168315268.90072.90072,0,6,Taharqa,Warm-Agreeable
168315268.90072.90072,0,7,John Carter,Cold
168315268.90072.90072,1,8,Taharqa,Arrogant-Calculating
169150061.91723.91723,0,1,Paul Barlow,Unassured-Submissive
169150061.91723.91723,0,2,Rokus01,Warm-Agreeable
169150061.91723.91723,0,3,Paul Barlow,Arrogant-Calculating
169150061.91723.91723,0,4,Dbachmann,Cold
169150061.91723.91723,0,5,Paul Barlow,Unassured-Submissive
169150061.91723.91723,0,6,Rokus01,Warm-Agreeable
169150061.91723.91723,1,7,Dbachmann,Arrogant-Calculating
170428607.129367.129367,0,1,Eleland,Warm-Agreeable
170428607.129367.129367,0,2,Rjecina,Warm-Agreeable
170428607.129367.129367,0,3,Eleland,Unassuming-Ingenuous
170428607.129367.129367,0,4,Rjecina,Warm-Agreeable
170428607.129367.129367,0,5,Okedem,Warm-Agreeable
170428607.129367.129367,0,6,Beit Or,Unassuming-Ingenuous
170428607.129367.129367,1,7,G-Dett,Warm-Agreeable
170428607.129367.129367,1,8,Beit Or,Arrogant-Calculating
170428607.129367.129367,1,9,Eleland,Cold
171244678.187418.187418,0,1,DGG,Unassuming-Ingenuous
171244678.187418.187418,0,2,DGG,Warm-Agreeable
171244678.187418.187418,0,3,Burgas00,Warm-Agreeable
171244678.187418.187418,0,4,Armon,Unassured-Submissive
171244678.187418.187418,0,5,CasualObserver'48,Unassured-Submissive
171244678.187418.187418,0,6,Tewfik,Warm-Agreeable
171244678.187418.187418,0,7,Eleland,Arrogant-Calculating
171244678.187418.187418,0,8,Tewfik,Unassuming-Ingenuous
171244678.187418.187418,1,9,G-Dett,Warm-Agreeable
171244678.187418.187418,1,10,Tewfik,Unassured-Submissive
171244678.187418.187418,1,11,G-Dett,Warm-Agreeable
171244678.187418.187418,1,12,Tewfik,Cold
172496084.48281.47463,0,1,Kemal2,Arrogant-Calculating
172496084.48281.47463,0,2,Nat,Warm-Agreeable
172496084.48281.47463,0,3,Kemal2,Unassured-Submissive
172496084.48281.47463,0,4,AdrianTM,Warm-Agreeable
172496084.48281.47463,0,5,Kemal2,Arrogant-Calculating
172496084.48281.47463,0,6,Kimon,Warm-Agreeable
172496084.48281.47463,0,7,Kemal2,Unassured-Submissive
172496084.48281.47463,0,8,Noclador,Assured-Dominant
172496084.48281.47463,1,9,Kemal2,Unassuming-Ingenuous
172874568.48377.48377,0,1,Taulant23,Gregarious-Extraverted
172874568.48377.48377,0,2,Dbachmann,Unassuming-Ingenuous
172874568.48377.48377,0,3,Deucalionite,Warm-Agreeable
172874568.48377.48377,0,4,Dbachmann,Unassuming-Ingenuous
172874568.48377.48377,0,5,Deucalionite,Warm-Agreeable
172874568.48377.48377,1,6,Dbachmann,Unassuming-Ingenuous
173258711.27876.27876,0,1,Aigest,Warm-Agreeable
173258711.27876.27876,0,2,Megistias,Arrogant-Calculating
173258711.27876.27876,0,3,Aigest,Unassuming-Ingenuous
173258711.27876.27876,0,4,Megistias,Cold
173258711.27876.27876,0,5,Aigest,Warm-Agreeable
173258711.27876.27876,0,6,Megistias,Arrogant-Calculating
173258711.27876.27876,0,7,Aigest,Unassuming-Ingenuous
173258711.27876.27876,0,8,Megistias,Cold
173258711.27876.27876,0,9,Aigest,Warm-Agreeable
173258711.27876.27876,1,10,Megistias,Unassuming-Ingenuous
173258711.27876.27876,1,11,Aigest,Warm-Agreeable
173258711.27876.27876,1,12,Megistias,Cold
173258711.27876.27876,1,13,Aigest,Warm-Agreeable
173258711.27876.27876,1,14,Megistias,Arrogant-Calculating
174477823.48508.48460,0,1,Kemal2,Not Available
174477823.48508.48460,0,2,AdrianTM,Warm-Agreeable
174477823.48508.48460,0,3,Ioannes Tzimiskes,Arrogant-Calculating
174477823.48508.48460,0,4,Noclador,Warm-Agreeable
174477823.48508.48460,0,5,Cplakidas,Warm-Agreeable
174477823.48508.48460,0,6,216.77.23.98,Unassured-Submissive
174477823.48508.48460,0,7,Ioannes Tzimiskes,Cold
174477823.48508.48460,1,8,Cherso,Warm-Agreeable
174477823.48508.48460,1,9,AdrianTM,Gregarious-Extraverted
174477823.48508.48460,1,10,Cherso,Arrogant-Calculating
176089145.1219.1219,0,1,Xezlec,Warm-Agreeable
176089145.1219.1219,0,2,Ixkeys,Unassuming-Ingenuous
176089145.1219.1219,0,3,Ixkeys,Unassured-Submissive
176089145.1219.1219,0,4,Xezlec,Warm-Agreeable
176089145.1219.1219,1,5,Ixkeys,Warm-Agreeable
176089145.1219.1219,1,6,Xezlec,Unassured-Submissive
176089145.1219.1219,1,7,99.153.53.150,Cold
176089145.1219.1219,1,8,Ixkeys,Cold
17742281.3575.3575,0,1,Dbachmann,Gregarious-Extraverted
17742281.3575.3575,0,2,Alex '05,Warm-Agreeable
17742281.3575.3575,0,3,Alex '05,Unassuming-Ingenuous
17742281.3575.3575,0,4,Dbachmann,Warm-Agreeable
17742281.3575.3575,0,5,Alex '05,Unassured-Submissive
17742281.3575.3575,0,6,Dbachmann,Warm-Agreeable
17742281.3575.3575,0,7,Alex '05,Unassuming-Ingenuous
17742281.3575.3575,0,8,Chronographos,Unassured-Submissive
17742281.3575.3575,1,9,Alex '05,Unassuming-Ingenuous
177549154.47626.47626,0,1,Virgil Vaduva,Warm-Agreeable
177549154.47626.47626,0,2,Gump~enwiki,Arrogant-Calculating
177549154.47626.47626,0,3,Lyonscc,Warm-Agreeable
177549154.47626.47626,0,4,Gump~enwiki,Cold
177549154.47626.47626,0,5,Lyonscc,Unassuming-Ingenuous
177549154.47626.47626,1,6,Gump~enwiki,Arrogant-Calculating
17873587.67449.67449,0,1,Zeno of Elea,Warm-Agreeable
17873587.67449.67449,0,2,Anonymous editor,Unassured-Submissive
17873587.67449.67449,0,3,Zeno of Elea,Unassuming-Ingenuous
17873587.67449.67449,0,4,BrandonYusufToropov,Cold
17873587.67449.67449,1,5,Zeno of Elea,Arrogant-Calculating
17873587.67449.67449,1,6,Zeno of Elea,Cold
17873587.67449.67449,1,7,Zeno of Elea,Arrogant-Calculating
181655527.1162.1162,0,1,Tony Sidaway,Warm-Agreeable
181655527.1162.1162,0,2,Noor Aalam,Unassured-Submissive
181655527.1162.1162,0,3,24.147.86.187,Unassuming-Ingenuous
181655527.1162.1162,0,4,Green Giant,Warm-Agreeable
181655527.1162.1162,0,5,Nikkul,Gregarious-Extraverted
181655527.1162.1162,1,6,Pahari Sahib,Warm-Agreeable
181655527.1162.1162,1,7,Nikkul,Unassuming-Ingenuous
181655527.1162.1162,2,8,Zaindy,Warm-Agreeable
181655527.1162.1162,2,9,Fowler&fowler,Unassuming-Ingenuous
181655527.1162.1162,2,10,Nikkul,Cold
184937853.13498.13498,0,1,Bosnianjustice,Warm-Agreeable
184937853.13498.13498,0,2,Bosnianjustice,Warm-Agreeable
184937853.13498.13498,0,3,Bosnianjustice,Warm-Agreeable
184937853.13498.13498,1,4,Bosnianjustice,Warm-Agreeable
184937853.13498.13498,1,5,Ceha,Unassuming-Ingenuous
184937853.13498.13498,1,6,JdeJ,Warm-Agreeable
184937853.13498.13498,1,7,Bosnianjustice,Arrogant-Calculating
185391688.22499.22499,0,1,NJA,Warm-Agreeable
185391688.22499.22499,0,2,82.35.207.120,Unassured-Submissive
185391688.22499.22499,0,3,NJA,Warm-Agreeable
185391688.22499.22499,0,4,Aluvus,Unassuming-Ingenuous
185391688.22499.22499,0,5,NJA,Unassured-Submissive
185391688.22499.22499,0,6,Aluvus,Arrogant-Calculating
185391688.22499.22499,0,7,209.244.187.252,Unassured-Submissive
185391688.22499.22499,1,8,Lloyd Wood,Warm-Agreeable
185391688.22499.22499,1,9,Brandon,Warm-Agreeable
185391688.22499.22499,1,10,Brandon,Warm-Agreeable
185481000.194326.194326,0,1,GabrielVelasquez,Unassured-Submissive
185481000.194326.194326,0,2,GabrielVelasquez,Not Available
185481000.194326.194326,0,3,GabrielVelasquez,Unassured-Submissive
185481000.194326.194326,0,4,BobGreenwade,Warm-Agreeable
185481000.194326.194326,1,5,Rdfox 76,Warm-Agreeable
185481000.194326.194326,1,6,JerryFriedman,Warm-Agreeable
185481000.194326.194326,1,7,JerryFriedman,Unassuming-Ingenuous
185481000.194326.194326,2,8,Cyclopia,Warm-Agreeable
186677272.300752.300752,0,1,Raggz,Unassuming-Ingenuous
186677272.300752.300752,0,2,Pexise,Warm-Agreeable
186677272.300752.300752,0,3,Raggz,Unassured-Submissive
186677272.300752.300752,0,4,Raggz,Gregarious-Extraverted
186677272.300752.300752,0,5,Viriditas,Warm-Agreeable
186677272.300752.300752,1,6,Pexise,Warm-Agreeable
186677272.300752.300752,1,7,Raggz,Unassured-Submissive
186677272.300752.300752,1,8,Raggz,Aloof-Introverted
187452023.186350.186350,0,1,Toniher,Warm-Agreeable
187452023.186350.186350,0,2,Mountolive,Unassuming-Ingenuous
187452023.186350.186350,0,3,161.111.136.166,Gregarious-Extraverted
187452023.186350.186350,1,4,Maurice27,Cold
187452023.186350.186350,2,5,161.111.136.166,Arrogant-Calculating
187452023.186350.186350,2,6,Maurice27,Cold
187452023.186350.186350,2,7,Toniher,Warm-Agreeable
187452023.186350.186350,2,8,Mountolive,Unassuming-Ingenuous
187452023.186350.186350,3,9,Toniher,Unassuming-Ingenuous
187452023.186350.186350,3,10,Maurice27,Cold
187592276.109067.111222,0,1,Fowler&fowler,Arrogant-Calculating
187592276.109067.111222,0,2,Bellwether BC,Cold
187592276.109067.111222,0,3,Fowler&fowler,Arrogant-Calculating
187592276.109067.111222,0,4,Bellwether BC,Cold
187592276.109067.111222,0,5,Dunkelweizen,Warm-Agreeable
187592276.109067.111222,0,6,Fowler&fowler,Arrogant-Calculating
187592276.109067.111222,0,7,Tvoz,Warm-Agreeable
187592276.109067.111222,1,8,Fowler&fowler,Arrogant-Calculating
187592276.109067.111222,1,9,Bellwether BC,Cold
188051991.7650.7650,0,1,Sesshomaru,Warm-Agreeable
188051991.7650.7650,0,2,VorangorTheDemon,Gregarious-Extraverted
188051991.7650.7650,0,3,Sesshomaru,Unassured-Submissive
188051991.7650.7650,0,4,VorangorTheDemon,Arrogant-Calculating
188051991.7650.7650,0,5,Sesshomaru,Unassuming-Ingenuous
188051991.7650.7650,1,6,VorangorTheDemon,Cold
188484284.217101.217101,0,1,Dúnadan,Warm-Agreeable
188484284.217101.217101,0,2,Maurice27,Unassuming-Ingenuous
188484284.217101.217101,0,3,Dúnadan,Unassuming-Ingenuous
188484284.217101.217101,1,4,Maurice27,Warm-Agreeable
188484284.217101.217101,1,5,85.58.42.28,Cold
188484284.217101.217101,1,6,Maurice27,Unassuming-Ingenuous
188484284.217101.217101,2,7,85.58.42.28,Arrogant-Calculating
188484284.217101.217101,2,8,Maurice27,Unassuming-Ingenuous
188484284.217101.217101,2,9,85.58.42.28,Cold
188484284.217101.217101,2,10,Marcbel,Warm-Agreeable
1902810.120015.120015,0,1,VeryVerily,Arrogant-Calculating
1902810.120015.120015,0,2,Kevehs,Unassured-Submissive
